,create_paper,create_author,create_reference,create_authorship
min,0.31241512298583984,0.3079700469970703,0.3298966884613037,0.32007813453674316
max,0.31241512298583984,0.3079700469970703,0.3298966884613037,0.32007813453674316
mean,0.31241512298583984,0.3079700469970703,0.3298966884613037,0.32007813453674316
