,clear_database,create_papers,create_authors,create_references,create_authorships,fill_database
min,3.28556752204895,7.025881290435791,14.774450302124023,41.300238609313965,7.382463216781616,73.76860094070435
max,3.28556752204895,7.025881290435791,14.774450302124023,41.300238609313965,7.382463216781616,73.76860094070435
mean,3.28556752204895,7.025881290435791,14.774450302124023,41.300238609313965,7.382463216781616,73.76860094070435
