,clear_database,create_papers,create_authors,create_references,create_authorships,fill_database
min,1.3644156455993652,0.3966395854949951,0.5432746410369873,0.4176781177520752,0.4360511302947998,3.1580591201782227
max,1.3644156455993652,0.3966395854949951,0.5432746410369873,0.4176781177520752,0.4360511302947998,3.1580591201782227
mean,1.3644156455993652,0.3966395854949951,0.5432746410369873,0.4176781177520752,0.4360511302947998,3.1580591201782227
