,create_paper,create_author,create_reference,create_authorship
min,0.029990673065185547,0.02999544143676758,0.029997825622558594,0.019989013671875
max,0.07999420166015625,0.08029460906982422,0.11970996856689453,0.09998798370361328
mean,0.04002703560723199,0.040026505788167315,0.04883660210503472,0.03111018074883355
