,clear_database,create_papers,create_authors,create_references,create_authorships,fill_database
min,1.3978075981140137,0.8703587055206299,1.5213558673858643,2.9480512142181396,0.8302578926086426,7.56783127784729
max,1.3978075981140137,0.8703587055206299,1.5213558673858643,2.9480512142181396,0.8302578926086426,7.56783127784729
mean,1.3978075981140137,0.8703587055206299,1.5213558673858643,2.9480512142181396,0.8302578926086426,7.56783127784729
