,create_paper,create_author,create_reference,create_authorship
min,0.3164858818054199,0.3045189380645752,0.3239877223968506,0.3074958324432373
max,0.3164858818054199,0.3045189380645752,0.3239877223968506,0.3074958324432373
mean,0.3164858818054199,0.3045189380645752,0.3239877223968506,0.3074958324432373
