,create_paper,create_author,create_reference,create_authorship
min,0.29242396354675293,0.2937929630279541,0.31374645233154297,0.31100010871887207
max,0.29242396354675293,0.2937929630279541,0.31374645233154297,0.31100010871887207
mean,0.29242396354675293,0.2937929630279541,0.31374645233154297,0.31100010871887207
